ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
3318;0.0;-74.3;9.4;0.18;Negativno;Ne
3319;3.1;-56.7;8.88;0.04;Negativno;Ne
3320;2.2;-57.6;6.04;0.21;Negativno;Ne
3321;6.8;-65.6;5.4;0.22;Negativno;Ne
3322;0.9;-63.8;8.23;0.14;Negativno;Ne
3323;5.0;-49.2;4.97;0.17;Negativno;Ne
3324;0.8;-69.6;7.52;0.84;Negativno;Ne
3325;7.7;-38.6;4.99;2.37;Negativno;Ne
3326;11.1;-66.9;7.26;0.27;Negativno;Ne
3327;5.2;-84.7;9.02;0.25;Negativno;Ne
3328;2.3;-65.3;5.07;0.09;Negativno;Ne
3329;1.0;-75.3;8.6;1.44;Negativno;Ne
3330;10.3;-60.1;7.65;0.34;Negativno;Ne
3331;2.2;-64.6;8.06;0.3;Negativno;Ne
3332;0.1;-50.4;5.03;0.42;Negativno;Ne
3333;4.3;-67.7;11.0;0.89;Negativno;Ne
3334;6.4;-62.4;4.65;0.03;Negativno;Ne
3335;0.2;-76.0;1.87;0.12;Negativno;Ne
3336;33.0;-68.4;9.1;0.78;Negativno;Ne
3337;3.4;-67.0;9.67;0.65;Negativno;Ne
3338;1.6;-73.9;6.3;0.18;Negativno;Ne
3339;2.5;-66.5;7.51;0.31;Negativno;Ne
3340;4.1;-59.0;9.56;0.3;Negativno;Ne
3341;2.0;-53.4;8.14;0.06;Negativno;Ne
3342;2.2;-73.1;5.6;0.0;Negativno;Ne
3343;1.8;-53.3;6.37;0.84;Negativno;Ne
3344;3.0;-54.9;5.93;0.92;Negativno;Ne
3345;1.0;-47.1;9.14;0.24;Negativno;Ne
3346;6.4;-57.4;6.56;0.22;Negativno;Ne
3347;2.4;-69.3;7.8;0.02;Negativno;Ne
3348;1.2;-57.8;5.66;0.1;Negativno;Ne
3349;1.1;-62.8;7.99;0.01;Negativno;Ne
3350;2.2;-61.9;11.66;0.3;Negativno;Ne
3351;2.7;-54.9;7.02;1.44;Negativno;Ne
3352;0.7;-65.3;7.8;0.11;Negativno;Ne
3353;1.3;-52.7;5.19;0.45;Negativno;Ne
3354;6.9;-51.6;7.22;0.56;Negativno;Ne
3355;8.1;-44.5;4.51;0.03;Negativno;Ne
3356;2.8;-79.3;7.83;0.73;Negativno;Ne
3357;0.1;-66.3;6.93;0.37;Negativno;Ne
3358;2.5;-35.5;7.29;0.27;Negativno;Ne
3359;7.8;-56.9;5.22;0.12;Negativno;Ne
3360;8.2;-56.0;8.92;3.09;Negativno;Ne
3361;0.3;-55.6;6.99;0.22;Negativno;Ne
3362;9.6;-48.7;5.5;0.84;Negativno;Ne
3363;3.1;-56.5;10.14;0.23;Negativno;Ne
3364;7.1;-66.6;6.16;0.38;Negativno;Ne
3365;0.9;-56.8;7.37;0.83;Negativno;Ne
3366;0.5;-52.8;6.34;0.93;Negativno;Ne
3367;6.2;-48.4;8.34;0.19;Negativno;Ne
3368;3.3;-47.3;8.57;0.19;Negativno;Ne
3369;1.8;-66.5;7.46;0.21;Negativno;Ne
3370;5.0;-60.3;6.49;1.25;Negativno;Ne
3371;19.5;-61.8;7.57;0.2;Negativno;Ne
3372;6.3;-66.7;5.35;1.42;Negativno;Ne
3373;3.8;-59.1;5.3;0.02;Negativno;Ne
3374;1.3;-51.4;6.02;0.3;Negativno;Ne
3375;0.8;-66.7;5.66;0.69;Negativno;Ne
3376;0.8;-54.1;7.9;0.01;Negativno;Ne
3377;4.4;-54.2;8.55;0.1;Negativno;Ne
3378;0.4;-56.1;4.81;0.06;Negativno;Ne
3379;5.7;-67.8;6.45;0.89;Negativno;Ne
3380;7.4;-38.2;7.78;1.05;Negativno;Ne
3381;1.5;-64.8;7.3;1.72;Negativno;Ne
3382;1.7;-63.8;6.2;0.12;Negativno;Ne
3383;0.5;-57.6;5.59;0.0;Negativno;Ne
3384;0.3;-69.4;5.32;1.13;Negativno;Ne
3385;3.3;-60.2;7.44;1.31;Negativno;Ne
3386;16.2;-41.0;6.39;0.13;Negativno;Ne
3387;9.5;-64.3;8.17;0.14;Negativno;Ne
3388;1.9;-59.3;4.39;1.57;Negativno;Ne
3389;2.9;-47.7;9.58;0.98;Negativno;Ne
3390;0.8;-62.3;4.14;0.17;Negativno;Ne
3391;5.2;-50.4;8.13;0.17;Negativno;Ne
3392;1.8;-43.5;6.0;0.79;Negativno;Ne
3393;1.8;-85.8;7.24;0.2;Negativno;Ne
3394;3.4;-58.2;8.09;0.62;Negativno;Ne
3395;3.9;-57.8;5.96;0.14;Negativno;Ne
3396;0.1;-64.3;6.93;0.29;Negativno;Ne
3397;0.5;-38.1;4.97;0.68;Negativno;Ne
3398;6.5;-67.9;6.52;0.54;Negativno;Ne
3399;3.7;-48.6;8.27;0.17;Negativno;Ne
3400;3.1;-61.0;2.61;0.98;Negativno;Ne
3401;3.5;-59.0;4.5;0.84;Negativno;Ne
3402;4.5;-39.5;8.05;0.57;Negativno;Ne
3403;1.1;-35.5;8.14;0.96;Negativno;Ne
3404;18.4;-70.4;4.86;0.69;Negativno;Ne
3405;0.1;-64.3;7.7;0.27;Negativno;Ne
3406;8.6;-56.2;8.57;0.23;Negativno;Ne
3407;2.7;-48.3;7.04;0.1;Negativno;Ne
3408;4.2;-74.2;4.92;1.0;Negativno;Ne
3409;7.7;-54.1;8.74;0.82;Negativno;Ne
3410;0.0;-54.6;4.28;0.14;Negativno;Ne
3411;9.7;-50.1;6.76;0.98;Negativno;Ne
3412;1.4;-52.0;8.13;0.17;Negativno;Ne
3413;3.7;-44.4;7.16;0.09;Negativno;Ne
3414;13.0;-52.2;7.58;0.16;Negativno;Ne
3415;2.3;-67.9;7.59;0.03;Negativno;Ne
3416;0.0;-57.4;9.12;0.86;Negativno;Ne
3417;0.8;-61.5;9.21;0.1;Negativno;Ne
3418;8.7;-54.9;8.19;0.07;Negativno;Ne
3419;1.4;-49.8;8.98;1.74;Negativno;Ne
3420;0.7;-82.3;4.88;1.12;Negativno;Ne
3421;8.5;-70.6;6.34;0.29;Negativno;Ne
3422;4.8;-64.2;4.36;1.65;Negativno;Ne
3423;3.3;-40.0;5.07;0.15;Negativno;Ne
3424;1.4;-65.6;8.59;0.18;Negativno;Ne
3425;6.5;-72.9;5.49;0.45;Negativno;Ne
3426;1.2;-62.7;6.05;0.1;Negativno;Ne
3427;2.4;-45.0;6.06;0.02;Negativno;Ne
3428;1.6;-66.0;9.89;0.01;Negativno;Ne
3429;0.7;-44.5;4.23;1.06;Negativno;Ne
3430;1.9;-54.7;7.06;0.43;Negativno;Ne
3431;2.1;-68.1;8.21;0.18;Negativno;Ne
3432;6.6;-74.3;10.12;0.13;Negativno;Ne
3433;5.5;-56.8;8.8;0.35;Negativno;Ne
3434;3.2;-44.7;4.89;0.03;Negativno;Ne
3435;2.2;-54.6;4.18;0.24;Negativno;Ne
3436;7.1;-63.0;5.67;0.15;Negativno;Ne
3437;0.8;-40.0;7.89;0.29;Negativno;Ne
3438;8.6;-58.2;6.38;0.57;Negativno;Ne
3439;11.4;-75.5;7.72;1.01;Negativno;Ne
3440;1.5;-59.6;8.24;0.05;Negativno;Ne
3441;0.6;-75.0;7.41;0.35;Negativno;Ne
3442;0.1;-64.6;9.48;0.02;Negativno;Ne
3443;2.4;-57.6;3.8;0.59;Negativno;Ne
3444;8.4;-61.7;5.84;0.42;Negativno;Ne
3445;10.8;-62.4;1.68;0.06;Negativno;Ne
3446;2.5;-59.7;7.28;0.1;Negativno;Ne
3447;5.8;-50.6;6.32;0.75;Negativno;Ne
3448;2.3;-57.7;8.43;0.72;Negativno;Ne
3449;2.9;-72.8;8.61;0.45;Negativno;Ne
3450;0.0;-64.9;6.31;0.18;Negativno;Ne
3451;3.6;-55.4;8.57;0.09;Negativno;Ne
3452;11.1;-75.4;3.49;0.2;Negativno;Ne
3453;9.1;-58.1;5.08;0.98;Negativno;Ne
3454;6.3;-62.9;8.97;0.13;Negativno;Ne
3455;5.3;-56.0;7.19;0.35;Negativno;Ne
3456;1.6;-58.2;8.31;0.01;Negativno;Ne
3457;3.5;-50.7;9.63;0.15;Negativno;Ne
3458;2.5;-75.2;5.31;0.68;Negativno;Ne
3459;12.5;-53.0;8.55;0.54;Negativno;Ne
3460;3.9;-60.5;4.91;0.62;Negativno;Ne
3461;0.2;-55.6;5.15;0.34;Negativno;Ne
3462;4.0;-55.9;7.3;0.04;Negativno;Ne
3463;5.6;-50.1;6.86;0.32;Negativno;Ne
3464;0.8;-66.9;8.87;0.19;Negativno;Ne
3465;1.6;-69.9;8.87;0.32;Negativno;Ne
3466;3.3;-67.8;5.26;0.02;Negativno;Ne
3467;3.0;-59.6;7.38;0.93;Negativno;Ne
3468;21.1;-48.2;6.58;0.74;Negativno;Ne
3469;3.9;-54.7;5.53;1.08;Negativno;Ne
3470;0.9;-63.9;6.74;0.28;Negativno;Ne
3471;1.8;-55.3;6.35;1.52;Negativno;Ne
3472;6.9;-64.5;6.89;0.0;Negativno;Ne
3473;1.1;-55.2;5.98;1.34;Negativno;Ne
3474;0.0;-70.8;9.3;2.85;Negativno;Ne
3475;5.7;-61.1;11.25;0.12;Negativno;Ne
3476;3.5;-35.0;3.67;1.23;Negativno;Ne
3477;2.6;-50.1;6.35;0.49;Negativno;Ne
3478;1.1;-58.6;3.97;0.0;Negativno;Ne
3479;3.5;-62.6;8.07;0.97;Negativno;Ne
3480;14.9;-61.3;3.59;0.31;Negativno;Ne
3481;0.0;-64.9;9.22;0.49;Negativno;Ne
3482;5.5;-46.0;6.27;0.15;Negativno;Ne
3483;1.7;-54.5;4.48;0.03;Negativno;Ne
3484;9.6;-60.3;6.54;0.09;Negativno;Ne
3485;2.9;-67.1;8.36;0.42;Negativno;Ne
3486;2.6;-69.6;6.2;0.06;Negativno;Ne
3487;5.7;-72.4;8.65;1.01;Negativno;Ne
3488;8.8;-75.0;8.0;0.17;Negativno;Ne
3489;5.8;-60.8;8.91;0.06;Negativno;Ne
3490;0.4;-72.4;6.2;0.15;Negativno;Ne
3491;0.8;-79.4;9.23;0.25;Negativno;Ne
3492;5.4;-59.2;10.78;0.17;Negativno;Ne
3493;0.9;-93.0;10.85;0.36;Negativno;Ne
3494;1.8;-56.5;5.2;0.55;Negativno;Ne
3495;13.8;-59.9;7.41;0.86;Negativno;Ne
3496;4.9;-56.3;9.1;0.06;Negativno;Ne
3497;8.2;-64.1;6.33;0.19;Negativno;Ne
3498;2.3;-38.7;6.62;0.57;Negativno;Ne
3499;31.8;-62.1;4.91;0.03;Negativno;Ne
3500;3.1;-61.6;10.4;0.13;Negativno;Ne
3501;0.1;-51.8;7.87;0.15;Negativno;Ne
3502;16.6;-58.7;7.91;0.96;Negativno;Ne
3503;1.4;-45.6;6.34;0.23;Negativno;Ne
3504;2.2;-64.8;7.89;0.37;Negativno;Ne
3505;3.0;-83.5;8.26;1.28;Negativno;Ne
3506;11.9;-63.0;8.61;0.23;Negativno;Ne
3507;5.0;-49.9;8.25;0.37;Negativno;Ne
3508;5.6;-53.3;7.96;1.16;Negativno;Ne
3509;1.7;-58.8;6.73;0.84;Negativno;Ne
3510;2.9;-67.1;5.88;0.15;Negativno;Ne
3511;12.0;-76.4;6.14;1.39;Negativno;Ne
3512;15.7;-63.0;8.06;0.36;Negativno;Ne
3513;8.2;-59.0;6.72;0.82;Negativno;Ne
3514;11.9;-64.3;9.0;1.38;Negativno;Ne
3515;17.1;-61.7;7.38;0.45;Negativno;Ne
3516;5.2;-63.3;8.38;0.01;Negativno;Ne
3517;2.4;-44.1;7.71;0.15;Negativno;Ne
3518;0.1;-59.3;7.19;0.04;Negativno;Ne
3519;11.0;-84.0;3.31;0.81;Negativno;Ne
3520;2.9;-73.5;4.37;0.18;Negativno;Ne
3521;9.0;-60.3;8.22;0.94;Negativno;Ne
3522;7.2;-67.2;5.96;0.16;Negativno;Ne
3523;2.5;-54.3;6.52;0.84;Negativno;Ne
3524;3.9;-64.6;10.97;0.14;Negativno;Ne
3525;2.2;-47.9;10.68;0.35;Negativno;Ne
3526;0.6;-52.2;5.19;0.61;Negativno;Ne
3527;2.1;-80.5;4.29;0.25;Negativno;Ne
3528;0.7;-45.3;5.05;0.21;Negativno;Ne
3529;11.3;-44.0;10.53;0.02;Negativno;Ne
3530;2.1;-45.0;6.6;0.54;Negativno;Ne
3531;1.7;-54.9;6.12;0.26;Negativno;Ne
3532;12.6;-80.0;3.83;0.4;Negativno;Ne
3533;10.6;-76.6;6.5;0.14;Negativno;Ne
3534;18.3;-68.1;10.93;0.06;Negativno;Ne
3535;6.1;-72.3;5.84;0.12;Negativno;Ne
3536;0.4;-51.4;5.9;0.51;Negativno;Ne
3537;2.7;-58.1;8.09;0.29;Negativno;Ne
3538;1.3;-54.4;4.26;0.22;Negativno;Ne
3539;1.7;-51.3;8.31;0.92;Negativno;Ne
3540;0.5;-51.1;8.98;0.12;Negativno;Ne
3541;3.2;-52.9;8.89;1.09;Negativno;Ne
3542;14.4;-39.0;10.06;1.48;Negativno;Ne
3543;3.1;-83.0;6.53;0.31;Negativno;Ne
3544;0.4;-54.1;6.79;0.12;Negativno;Ne
3545;0.3;-70.3;2.38;0.73;Negativno;Ne
3546;3.9;-68.4;5.55;1.76;Negativno;Ne
3547;6.5;-45.4;6.6;0.61;Negativno;Ne
3548;5.3;-66.9;5.63;0.05;Negativno;Ne
3549;4.6;-45.8;8.6;0.8;Negativno;Ne
3550;7.2;-54.5;6.35;0.07;Negativno;Ne
3551;2.6;-61.0;8.54;0.34;Negativno;Ne
3552;1.9;-68.7;5.27;0.43;Pozitivno;Ne
3553;10.9;-74.6;1.95;0.44;Negativno;Ne
3554;2.1;-64.7;8.8;0.1;Negativno;Ne
3555;4.3;-64.6;5.89;0.74;Negativno;Ne
3556;6.0;-58.8;9.25;1.14;Negativno;Ne
3557;3.4;-66.3;5.98;0.36;Pozitivno;Ne
3558;15.1;-55.6;10.06;0.61;Negativno;Ne
3559;5.4;-73.8;5.35;0.0;Negativno;Ne
3560;6.6;-68.2;8.94;0.62;Negativno;Ne
3561;0.3;-53.5;7.61;0.06;Negativno;Ne
3562;1.3;-69.6;4.77;0.28;Negativno;Ne
3563;0.0;-66.6;7.77;1.01;Negativno;Ne
3564;0.5;-47.9;6.48;0.24;Negativno;Ne
3565;1.0;-79.6;6.16;0.56;Negativno;Ne
3566;4.1;-59.0;8.79;0.19;Negativno;Ne
3567;13.2;-46.7;6.03;0.82;Negativno;Ne
3568;0.5;-59.5;4.86;0.8;Negativno;Ne
3569;10.1;-74.8;10.32;0.02;Negativno;Ne
3570;9.3;-52.3;8.33;0.15;Negativno;Ne
3571;1.0;-47.1;6.76;0.03;Negativno;Ne
3572;3.2;-50.9;9.58;0.58;Negativno;Ne
3573;2.9;-52.3;9.83;0.36;Negativno;Ne
3574;9.1;-70.2;7.53;0.09;Negativno;Ne
3575;1.5;-64.0;6.49;0.65;Negativno;Ne
3576;2.1;-71.6;3.35;0.46;Negativno;Ne
3577;9.6;-66.4;7.11;0.41;Negativno;Ne
3578;6.7;-81.2;7.1;0.77;Negativno;Ne
3579;13.7;-52.9;7.81;0.83;Negativno;Ne
3580;2.1;-51.7;6.32;0.73;Negativno;Ne
3581;4.7;-57.9;8.62;0.53;Negativno;Ne
3582;2.9;-51.0;3.89;1.1;Negativno;Ne
3583;5.3;-61.5;8.47;0.2;Negativno;Ne
3584;6.2;-68.6;7.96;0.09;Negativno;Ne
3585;0.8;-46.8;7.75;0.06;Negativno;Ne
3586;3.7;-62.9;7.23;1.42;Negativno;Ne
3587;19.6;-58.2;8.93;0.82;Negativno;Ne
3588;4.9;-64.2;7.89;0.18;Negativno;Ne
3589;2.8;-56.1;2.88;0.13;Negativno;Ne
3590;4.2;-54.1;8.02;0.06;Negativno;Ne
3591;5.3;-62.2;6.44;0.46;Negativno;Ne
3592;9.3;-58.8;4.84;0.0;Negativno;Ne
3593;6.0;-46.5;6.96;0.21;Negativno;Ne
3594;5.5;-53.7;9.21;2.15;Negativno;Ne
3595;4.5;-65.4;3.37;0.93;Negativno;Ne
3596;16.2;-58.1;6.25;0.26;Negativno;Ne
3597;3.4;-65.8;7.08;0.24;Negativno;Ne
3598;2.7;-52.8;7.38;0.33;Negativno;Ne
3599;1.6;-51.4;7.38;0.97;Negativno;Ne
3600;8.6;-74.1;8.74;0.45;Negativno;Ne
3601;3.3;-57.9;5.96;0.53;Negativno;Ne
3602;0.8;-50.6;9.79;0.64;Negativno;Ne
3603;3.9;-66.5;7.8;0.2;Negativno;Ne
3604;14.5;-60.5;7.43;0.73;Negativno;Ne
3605;8.8;-49.2;7.07;1.87;Negativno;Ne
3606;18.8;-62.9;7.6;0.67;Negativno;Ne
3607;4.6;-51.0;7.0;0.99;Negativno;Ne
3608;0.6;-61.7;8.49;2.88;Negativno;Ne
3609;1.5;-61.1;6.07;0.04;Negativno;Ne
3610;2.7;-66.6;8.48;0.01;Negativno;Ne
3611;5.3;-66.5;6.22;0.55;Negativno;Ne
3612;7.7;-58.1;8.26;1.17;Negativno;Ne
3613;7.7;-75.5;5.94;0.26;Negativno;Ne
3614;2.2;-64.3;6.36;0.42;Negativno;Ne
3615;2.5;-64.0;10.93;0.01;Negativno;Ne
3616;2.1;-55.2;8.2;0.95;Negativno;Ne
3617;0.9;-44.6;12.0;0.13;Negativno;Ne
3618;7.6;-36.0;5.72;1.33;Negativno;Ne
3619;0.2;-48.5;4.97;0.67;Negativno;Ne
3620;1.3;-89.0;5.77;0.03;Negativno;Ne
3621;8.7;-51.1;4.4;0.04;Negativno;Ne
3622;5.2;-54.6;4.84;0.03;Negativno;Ne
3623;1.0;-56.0;8.22;0.12;Negativno;Ne
3624;0.1;-73.2;6.91;2.26;Negativno;Ne
3625;5.4;-69.4;2.37;0.15;Negativno;Ne
3626;5.3;-48.9;7.41;0.35;Negativno;Ne
3627;2.6;-53.2;10.03;0.1;Negativno;Ne
3628;3.4;-58.0;7.89;1.91;Negativno;Ne
3629;4.0;-62.5;6.41;0.03;Negativno;Ne
3630;6.4;-61.2;6.32;0.6;Negativno;Ne
3631;3.2;-56.5;3.32;0.11;Negativno;Ne
3632;3.8;-58.8;11.04;0.63;Negativno;Ne
3633;3.0;-66.4;6.04;0.49;Negativno;Ne
3634;9.4;-60.6;7.71;0.5;Negativno;Ne
3635;6.8;-55.0;5.15;0.02;Negativno;Ne
3636;0.9;-77.5;9.94;1.65;Negativno;Ne
3637;0.6;-67.1;4.93;0.76;Negativno;Ne
3638;3.5;-67.0;5.09;0.03;Negativno;Ne
3639;11.4;-59.7;8.0;0.58;Negativno;Ne
3640;12.8;-64.6;7.69;0.18;Negativno;Ne
3641;20.9;-40.1;9.71;0.23;Negativno;Ne
3642;2.4;-65.1;11.41;0.84;Negativno;Ne
3643;13.6;-60.2;5.57;0.22;Negativno;Ne
3644;4.7;-55.5;8.64;0.56;Negativno;Ne
3645;1.1;-58.7;10.0;0.16;Negativno;Ne
3646;1.1;-62.8;6.92;0.54;Pozitivno;Ne
3647;2.3;-53.9;9.33;0.94;Negativno;Ne
3648;5.5;-55.6;10.6;0.53;Negativno;Ne
3649;11.4;-57.5;5.62;0.47;Negativno;Ne
3650;7.4;-52.4;5.44;1.14;Negativno;Ne
3651;5.4;-63.8;5.22;0.46;Negativno;Ne
3652;4.5;-54.8;7.68;0.56;Negativno;Ne
3653;4.2;-50.4;7.92;0.29;Negativno;Ne
3654;3.3;-42.3;10.06;0.64;Negativno;Ne
3655;22.5;-61.9;7.51;0.31;Negativno;Ne
3656;0.2;-61.9;7.77;0.6;Negativno;Ne
3657;1.1;-61.0;10.01;1.09;Negativno;Ne
3658;0.4;-53.6;8.16;0.72;Negativno;Ne
3659;1.3;-53.7;1.01;0.21;Negativno;Ne
3660;5.0;-71.8;7.82;0.81;Negativno;Ne
3661;3.0;-55.3;8.03;0.17;Negativno;Ne
3662;7.4;-58.6;6.85;0.67;Negativno;Ne
3663;0.7;-54.8;8.08;0.32;Negativno;Ne
3664;10.1;-58.6;12.03;0.05;Negativno;Ne
3665;7.3;-48.0;5.62;0.05;Negativno;Ne
3666;10.6;-69.9;6.32;0.35;Negativno;Ne
3667;3.6;-57.6;7.66;0.05;Negativno;Ne
3668;10.4;-75.5;7.77;0.07;Negativno;Ne
3669;3.0;-53.3;5.99;0.32;Negativno;Ne
3670;6.1;-71.7;7.39;1.17;Negativno;Ne
3671;3.3;-53.5;4.87;2.12;Negativno;Ne
3672;6.2;-62.9;4.37;0.22;Negativno;Ne
3673;2.5;-85.8;6.1;1.64;Negativno;Ne
3674;0.6;-52.7;4.89;0.1;Negativno;Ne
3675;0.4;-67.5;8.12;0.2;Negativno;Ne
3676;8.4;-61.6;6.81;1.84;Negativno;Ne
3677;1.3;-57.3;7.18;0.41;Negativno;Ne
3678;0.5;-52.0;8.03;0.04;Negativno;Ne
3679;3.5;-72.9;8.34;0.95;Negativno;Ne
3680;0.2;-54.4;6.55;0.04;Negativno;Ne
3681;6.1;-57.0;10.11;1.94;Negativno;Ne
3682;12.3;-73.6;7.83;0.56;Negativno;Ne
3683;4.4;-55.0;7.18;0.33;Negativno;Ne
3684;5.2;-60.4;6.66;1.88;Negativno;Ne
3685;2.9;-70.0;5.12;1.07;Negativno;Ne
3686;2.7;-88.5;9.05;0.54;Negativno;Ne
3687;10.7;-48.4;12.21;0.26;Negativno;Ne
3688;9.8;-68.5;9.94;0.04;Pozitivno;Ne
3689;4.3;-70.2;8.54;0.01;Negativno;Ne
3690;15.1;-75.4;4.83;0.25;Negativno;Ne
3691;1.3;-46.7;9.04;0.02;Negativno;Ne
3692;4.1;-63.2;6.24;0.29;Negativno;Ne
3693;12.0;-73.0;7.51;1.91;Negativno;Ne
3694;6.3;-62.3;8.13;0.45;Negativno;Ne
3695;0.8;-63.7;11.8;0.09;Negativno;Ne
3696;4.2;-72.9;5.4;0.11;Negativno;Ne
3697;2.3;-48.1;8.36;0.22;Negativno;Ne
3698;15.7;-56.5;8.63;1.52;Negativno;Ne
3699;2.3;-60.5;7.37;0.23;Negativno;Ne
3700;9.3;-51.0;4.1;0.76;Negativno;Ne
3701;1.6;-45.1;9.32;0.16;Negativno;Ne
3702;3.4;-72.8;6.85;0.79;Negativno;Ne
3703;2.9;-55.3;7.24;3.55;Negativno;Ne
3704;8.4;-61.7;8.73;0.26;Negativno;Ne
3705;4.0;-41.5;7.39;0.27;Negativno;Ne
3706;12.9;-56.5;4.73;0.39;Negativno;Ne
3707;4.5;-60.5;6.38;0.02;Negativno;Ne
3708;9.6;-85.1;7.76;0.07;Negativno;Ne
3709;1.5;-55.4;5.25;0.2;Negativno;Ne
3710;1.1;-77.5;6.09;0.17;Negativno;Ne
3711;13.1;-62.8;4.59;0.56;Negativno;Ne
3712;1.2;-62.8;6.34;1.4;Negativno;Ne
3713;3.2;-53.1;7.81;0.35;Negativno;Ne
3714;0.1;-74.1;6.92;0.42;Negativno;Ne
3715;11.2;-78.7;7.15;0.17;Negativno;Ne
3716;0.7;-52.1;8.52;0.5;Negativno;Ne
3717;6.0;-65.1;7.55;0.1;Negativno;Ne
3718;4.3;-58.0;4.35;0.0;Negativno;Ne
3719;4.2;-79.4;8.05;0.15;Negativno;Ne
3720;1.0;-47.8;6.84;0.46;Negativno;Ne
3721;2.5;-69.8;8.0;0.32;Negativno;Ne
3722;2.3;-50.7;6.36;1.1;Negativno;Ne
3723;4.4;-60.2;3.95;1.34;Negativno;Ne
3724;3.3;-63.5;7.61;0.49;Negativno;Ne
3725;6.7;-55.4;7.08;0.09;Negativno;Ne
3726;4.6;-61.9;8.36;0.03;Negativno;Ne
3727;0.8;-47.7;5.03;0.03;Negativno;Ne
3728;1.9;-77.5;8.65;0.39;Negativno;Ne
3729;0.6;-60.5;8.8;0.3;Negativno;Ne
3730;0.8;-55.6;8.14;0.79;Negativno;Ne
3731;15.0;-47.1;6.43;1.98;Negativno;Ne
3732;1.2;-45.6;6.24;0.06;Negativno;Ne
3733;2.7;-65.6;4.06;1.12;Negativno;Ne
3734;0.6;-54.5;5.73;0.36;Negativno;Ne
3735;3.8;-73.7;0.0;0.01;Negativno;Ne
3736;2.9;-48.9;8.37;0.17;Negativno;Ne
3737;3.0;-54.8;8.67;0.06;Negativno;Ne
3738;4.7;-56.9;4.57;0.48;Negativno;Ne
3739;8.1;-46.5;8.37;0.29;Negativno;Ne
3740;1.8;-74.7;6.79;0.26;Negativno;Ne
3741;5.7;-55.0;4.59;0.27;Negativno;Ne
3742;0.8;-46.7;6.9;0.51;Negativno;Ne
3743;3.6;-46.1;5.82;0.5;Negativno;Ne
3744;17.8;-65.9;6.03;0.05;Negativno;Ne
3745;2.8;-63.0;8.33;0.35;Negativno;Ne
3746;3.4;-65.1;6.31;0.25;Negativno;Ne
3747;3.7;-66.6;11.18;0.16;Negativno;Ne
3748;10.0;-73.3;3.93;0.03;Negativno;Ne
3749;11.9;-66.3;7.76;0.09;Negativno;Ne
3750;1.9;-70.0;4.21;0.47;Negativno;Ne
3751;0.6;-65.6;3.12;0.29;Negativno;Ne
3752;2.5;-73.9;6.51;1.0;Negativno;Ne
3753;1.8;-61.5;6.5;0.23;Negativno;Ne
3754;12.7;-37.2;10.16;1.55;Negativno;Ne
3755;3.6;-64.1;6.87;0.19;Negativno;Ne
3756;15.6;-54.0;9.26;0.16;Negativno;Ne
3757;2.4;-41.7;7.82;0.0;Negativno;Ne
3758;8.1;-58.5;6.32;0.62;Negativno;Ne
3759;0.2;-59.0;5.54;0.18;Negativno;Ne
3760;5.0;-67.5;9.62;0.31;Negativno;Ne
3761;5.9;-61.1;3.62;0.62;Negativno;Ne
3762;2.4;-70.4;6.08;0.35;Negativno;Ne
3763;0.9;-69.2;7.96;0.02;Negativno;Ne
3764;6.0;-56.6;7.33;0.0;Negativno;Ne
3765;1.2;-60.2;5.79;0.59;Negativno;Ne
3766;0.6;-54.5;2.37;0.06;Negativno;Ne
3767;0.2;-58.5;7.98;0.22;Negativno;Ne
3768;7.8;-70.1;7.37;0.83;Negativno;Ne
3769;0.0;-64.5;7.24;0.78;Negativno;Ne
3770;5.1;-67.6;6.8;0.93;Negativno;Ne
3771;4.2;-64.1;7.39;0.71;Negativno;Ne
3772;4.2;-51.4;6.24;0.38;Negativno;Ne
3773;10.1;-74.1;5.26;0.86;Negativno;Ne
3774;1.8;-53.9;4.66;0.7;Negativno;Ne
3775;1.7;-41.3;9.73;0.26;Negativno;Ne
3776;3.2;-58.1;8.2;0.04;Negativno;Ne
3777;15.8;-50.0;3.88;1.36;Negativno;Ne
3778;19.6;-50.8;4.47;0.02;Negativno;Ne
3779;1.3;-69.9;7.71;0.15;Negativno;Ne
3780;1.5;-62.3;6.1;0.06;Negativno;Ne
3781;13.3;-61.1;6.7;0.04;Negativno;Ne
3782;12.5;-81.8;8.59;0.22;Negativno;Ne
3783;6.4;-63.0;7.95;0.22;Negativno;Ne
3784;7.1;-41.5;5.25;0.08;Negativno;Ne
3785;4.6;-58.7;8.96;0.0;Negativno;Ne
3786;3.6;-50.5;8.1;0.81;Negativno;Ne
3787;5.3;-64.9;5.4;0.66;Negativno;Ne
3788;2.0;-51.9;6.14;0.18;Negativno;Ne
3789;0.8;-78.1;6.83;0.17;Negativno;Ne
3790;0.2;-52.6;3.63;0.07;Negativno;Ne
3791;3.1;-51.1;7.51;0.93;Negativno;Ne
3792;2.4;-60.1;8.98;0.54;Negativno;Ne
3793;1.8;-64.2;10.1;1.23;Negativno;Ne
3794;10.5;-56.4;5.41;0.16;Negativno;Ne
3795;4.0;-69.1;7.88;2.28;Negativno;Ne
3796;1.8;-54.1;6.05;0.6;Negativno;Ne
3797;8.5;-65.6;7.88;0.41;Negativno;Ne
